Height,Width,CenterX,CenterY,Area,Perimeter,Compactness,MajorAxis,MinorAxis,Orientation,Eccentricity,HuMoment1,HuMoment2,HuMoment3,HuMoment4,HuMoment5,HuMoment6,HuMoment7,Class
568,606,245.7329908,334.0492102,124771,3671.93,0.883712045,637.9341408,330.7621299,62.3476843,0.855084018,0.267731992,0.02037119,0.000151897,0.000387899,-8.59E-08,4.87E-05,-1.91E-08,3
647,783,258.6236388,402.059259,132790,4304.329,0.909933286,673.6153819,344.9129802,58.25124721,0.858966065,0.317800563,0.022152687,0.000611919,0.004780186,7.00E-06,0.000358104,-8.07E-07,3
706,704,271.7159754,456.161294,138914,5232.984,0.936253394,703.3052263,354.5213494,53.23670854,0.863657587,0.303857418,0.027072651,0.000323758,0.002282103,1.96E-06,0.0002652,1.91E-07,3
662,761,310.9708413,382.0493972,184302,5972.737,0.935077815,758.4442606,400.2056067,59.89802363,0.849451644,0.255134709,0.018504948,0.000461261,0.000117053,1.97E-08,1.45E-05,1.63E-08,3
720,993,449.5375924,405.7570683,349765,14252.426,0.978362423,968.3336364,671.1538474,-24.15978844,0.720839654,0.247227701,0.00730669,0.000699108,0.000173924,-4.21E-08,-7.55E-06,-1.42E-07,3
720,862,441.4116908,390.7009256,318506,14453.477,0.98084056,813.105713,687.0388576,-33.32003772,0.534835228,0.222360646,0.001377281,0.000217049,7.28E-05,-8.32E-09,-1.43E-06,-1.32E-09,3
720,634,266.079335,408.6986375,229949,8804.327,0.962722304,788.4121184,563.1761218,66.85709581,0.699822354,0.255156104,0.006846568,0.000650531,0.000361532,-3.86E-08,2.47E-05,-2.27E-07,3
531,509,214.1641876,299.2514424,126526,3739.493,0.886299024,619.4073731,360.421884,61.12320839,0.81327336,0.25368709,0.015712648,0.000117815,0.000366805,-4.22E-08,3.87E-05,-4.72E-08,3
570,723,34.05284553,148.5033875,1476,592.878,0.947232618,86.51749412,55.76490309,-85.58423169,0.764561651,0.262792374,0.013359922,0.000416243,0.000437684,-1.84E-07,2.54E-05,3.29E-08,3
599,671,30.41216216,86.97876448,1036,409.024,0.922183439,57.94688356,49.31452614,58.08233149,0.525117357,0.261599225,0.015750307,0.000132967,0.00045068,-1.09E-07,5.14E-05,1.58E-08,3
659,723,50.82993631,436.0159236,1570,709.232,0.960777717,100.6949111,68.92490852,-65.62696985,0.729019929,0.270804289,0.013620142,4.37E-05,0.000805222,-9.54E-08,9.14E-05,1.11E-07,3
640,548,246.6797057,389.9191888,133880,3699.721,0.877089887,662.4416849,358.4485073,66.53271982,0.840956983,0.264851248,0.020988683,0.000458223,0.000687514,-2.02E-07,9.81E-05,1.47E-07,3
642,769,47.51909222,412.4891931,2776,1495.745,0.984407556,124.8977609,86.12284761,87.44747075,0.724241156,0.310582658,0.003369662,0.005557351,0.003192192,4.25E-06,-0.000178755,1.27E-05,3
625,770,46.63357588,357.1813929,1924,819.581,0.964005912,97.90442217,65.92225036,78.28812374,0.739339608,0.293960398,0.007466463,0.002480317,0.002175873,-9.53E-07,-0.000131325,6.10E-06,3
627,790,70.11736506,294.8160511,5632,2071.441,0.983505947,260.0225751,68.30236889,82.23920545,0.964883385,0.319963849,0.001068588,0.007384395,0.005248411,2.00E-05,-0.00016574,2.37E-05,3
629,790,56.07979313,317.9024751,2707,993.136,0.965510995,142.9114743,54.46680633,51.93733241,0.924524467,0.307201777,0.002943322,0.005962654,0.003607989,5.33E-06,-0.000180999,1.88E-05,3
609,548,232.4368658,372.6595392,133240,4621.218,0.9215972,638.8128123,391.6816738,65.19360319,0.789974283,0.263389227,0.014269927,0.00053134,0.000638924,-3.54E-07,7.34E-05,-2.40E-08,3
604,545,231.1144616,369.3897188,132883,4925.95,0.931182437,630.8451377,387.6208115,63.79483646,0.788958213,0.260778876,0.014370338,0.000392745,0.000606104,-2.95E-07,7.00E-05,-1.07E-07,3
625,559,233.4673879,377.6229001,137449,4245.932,0.904191205,659.1105627,379.907439,67.0165222,0.817171856,0.2631719,0.017399996,0.000227871,0.00070652,-2.65E-07,8.98E-05,9.84E-08,3
634,570,234.8785834,379.0096918,144659,4909.21,0.924572085,678.0140829,398.4919352,65.87521824,0.809054222,0.267226981,0.016900913,0.000332575,0.000895859,-4.45E-07,0.000106786,-2.17E-07,3
650,604,224.6187234,392.6777839,140263,4448.254,0.910921308,669.3682503,369.5163713,70.73767811,0.833819288,0.267033302,0.019572965,0.000222308,0.000990157,-4.59E-07,0.00012995,-4.29E-08,3
677,647,225.6740156,404.8294322,147777,3716.667,0.865565912,696.088309,366.0040421,73.78480289,0.850607511,0.282761223,0.016416995,0.00202182,0.001452578,-1.08E-06,0.000124699,-3.98E-06,3
635,649,297.1923032,385.0279137,154870,4532.593,0.905270834,737.3514053,383.2522649,52.86348829,0.854306959,0.278688308,0.025643574,0.000114126,0.00090923,-2.81E-07,0.000145382,2.09E-09,3
638,661,300.3591861,386.367318,160602,4141.735,0.882348844,749.8491449,374.1872278,51.28384635,0.866592382,0.273304262,0.02700255,1.12E-05,0.000767356,-6.45E-08,0.000125755,8.76E-09,3
720,1149,101.2892703,412.1041888,35714,6339.737,0.988833788,705.9582011,138.1061804,83.38199748,0.980677897,1.030428126,0.344606798,0.206617291,0.161753121,0.02932807,0.094930564,0.003583511,3
664,610,283.7685546,384.9259079,158141,3847.475,0.865753574,752.8940653,353.1529511,56.16963102,0.883165977,0.273326881,0.030530766,4.16E-05,0.00043987,9.73E-09,7.54E-05,5.67E-08,3
676,630,281.3503997,391.4458293,156136,4109.365,0.883811411,751.4907655,352.3936658,57.03086114,0.883237382,0.276294543,0.028966847,0.00015472,0.00042625,-2.26E-08,7.16E-05,1.17E-07,3
679,580,275.2513673,390.4605807,157423,3553.925,0.843374839,755.8142992,346.3389433,58.04324878,0.888832184,0.274422915,0.032103973,0.000109942,0.000439382,7.35E-08,7.49E-05,4.42E-08,3
681,580,274.9883851,390.9619241,158762,3501.203,0.837249684,758.0447454,346.5666891,57.82518319,0.889371617,0.273510063,0.032012991,9.81E-05,0.000400051,5.32E-08,6.90E-05,4.37E-08,3
681,631,273.0496195,389.0926027,160179,3540.422,0.83941485,762.2852175,347.5496836,58.32015357,0.890014976,0.275287204,0.029767226,0.000218189,0.000424355,-1.40E-08,7.24E-05,1.37E-07,3
682,578,272.6745839,390.3660721,160788,3582.493,0.842568078,761.0125575,348.4618935,58.33743861,0.889007603,0.272319981,0.031653678,0.000110574,0.000473469,8.49E-08,8.13E-05,4.07E-08,3
683,578,272.1793543,390.6372881,161864,3397.211,0.823755696,764.3840895,349.7547135,58.38329401,0.889176641,0.272843152,0.031816849,0.000113174,0.000424534,6.99E-08,7.16E-05,4.65E-08,3
683,579,271.9716151,390.8274431,159275,3408.294,0.827700754,758.3898859,351.8420864,57.88369588,0.885870296,0.274278553,0.0313666,4.82E-05,0.000414809,3.26E-08,7.15E-05,4.01E-08,3
688,572,268.3924381,394.9626803,159192,3551.579,0.841405492,755.5321037,349.8440653,57.95079117,0.886335669,0.272169085,0.030996421,1.78E-05,0.000378176,2.08E-08,6.49E-05,1.64E-08,3
690,571,269.7740223,392.7396855,156188,4030.219,0.879162916,756.8409409,350.7227311,57.93711841,0.886147396,0.278442613,0.03239474,1.94E-05,0.000363176,1.79E-08,6.39E-05,1.93E-08,3
690,570,269.2995835,393.5604621,158223,3844.572,0.865481046,756.2965683,351.1976244,57.86868973,0.885643938,0.274663002,0.031406504,3.33E-05,0.00037249,3.28E-08,6.35E-05,1.56E-08,3
682,592,277.7528771,390.5255822,155538,4406.421,0.89933595,753.5603099,351.4768753,56.03882074,0.884562493,0.27782598,0.031874751,1.95E-05,0.000393577,6.29E-09,6.87E-05,3.28E-08,3
645,684,312.3311169,374.9456919,157159,4156.705,0.88569882,759.6239781,353.6044677,46.30631276,0.885048222,0.279206928,0.032309169,8.81E-05,0.000357985,-5.25E-08,6.41E-05,-1.55E-08,3
645,666,307.1546939,377.982377,158429,3731.651,0.857030794,759.8845176,348.3808122,47.19146419,0.888712222,0.275678233,0.032368206,3.52E-05,0.000347534,-3.83E-08,6.25E-05,1.33E-08,3
644,671,310.133749,378.7165126,159418,3839.301,0.864092665,762.1158292,350.9451931,46.52017103,0.88766593,0.275999612,0.032193074,4.77E-05,0.000368162,-4.72E-08,6.60E-05,8.29E-09,3
641,688,311.60779,378.4874901,160873,3812.617,0.86092577,767.5947385,349.9862632,46.00279004,0.890004429,0.276498819,0.032875515,2.90E-05,0.000488464,-4.43E-08,8.85E-05,-4.08E-09,3
632,697,318.8592346,370.9319064,157489,4754.89,0.912465523,764.7978001,352.6953903,43.8437205,0.887316157,0.281500912,0.033397289,0.000149131,0.000442204,-3.19E-08,7.84E-05,-7.54E-08,3
627,693,319.87685,371.5050603,161551,4315.459,0.890990204,770.1260925,351.0275944,43.28793736,0.89007948,0.277129315,0.033042888,5.19E-05,0.000511913,-4.44E-08,9.26E-05,-2.39E-08,3
621,704,322.6953262,370.403704,164041,4205.1,0.883423875,774.0001497,354.344366,41.70401649,0.889050484,0.276090977,0.032546913,8.07E-05,0.000505654,-5.74E-08,9.07E-05,-3.44E-08,3
595,728,326.2546748,346.8579576,155355,4143.326,0.88627999,768.7795081,333.7732055,36.58069096,0.900835842,0.282593348,0.037229023,0.000289307,0.000510544,5.42E-08,9.04E-05,-1.55E-07,3
602,721,320.8862121,351.2610366,159560,3936.713,0.870620228,775.6514961,332.6959153,37.30225251,0.903340351,0.279022313,0.036980853,0.000277971,0.000681672,1.40E-07,0.000122792,-1.72E-07,3
602,727,322.9383667,351.1972351,161812,4056.549,0.876431681,783.02092,335.9154819,36.93680389,0.903304788,0.280407594,0.037339277,0.000294781,0.000671215,1.34E-07,0.000121116,-1.85E-07,3
599,724,328.255752,349.5252978,162247,4733.996,0.909023177,785.8614,340.5052042,35.80807392,0.901254974,0.282564827,0.037339828,0.00036644,0.000569908,8.30E-08,0.000100062,-2.15E-07,3
591,742,336.5637726,348.0983658,164671,4757.673,0.908580717,795.0247702,341.2592019,34.93722124,0.903188813,0.284098597,0.038296817,0.00026193,0.000630884,7.65E-08,0.000117155,-1.73E-07,3
591,743,337.9463002,348.3351314,160913,4401.021,0.895601535,784.3029851,344.8617054,35.12994386,0.898142406,0.286273802,0.037987122,0.000288463,0.000536906,3.66E-08,9.85E-05,-1.68E-07,3
601,728,330.0981095,351.8149631,161330,5008.504,0.919181842,781.8371384,347.2149165,35.49246155,0.895976565,0.283516559,0.036138592,0.000407206,0.000522436,5.28E-08,8.92E-05,-2.22E-07,3
533,764,353.3908401,320.8710615,158277,4815.158,0.914215941,771.0266695,338.0715559,29.01765128,0.898746147,0.279883693,0.035952093,0.000277236,0.000517046,9.72E-08,9.23E-05,-1.33E-07,3
523,803,380.649646,324.3418787,166249,5095.479,0.919536509,801.4085364,356.2195059,23.09997366,0.89578293,0.289157354,0.037537556,0.000475938,0.000398723,-4.71E-08,7.41E-05,-1.43E-07,3
534,801,384.5708181,334.6590064,168968,4963.716,0.913821193,809.0819183,361.1385205,22.8520779,0.894855505,0.290381935,0.03759382,0.00052976,0.000334605,-5.15E-08,6.20E-05,-1.15E-07,3
539,776,366.6746747,325.2574467,169538,4069.64,0.871363287,800.5326487,352.0215174,26.83535896,0.898128001,0.28193434,0.036315643,0.000178032,0.000423443,1.50E-11,7.84E-05,-8.33E-08,3
554,765,351.0258036,328.5742084,167070,4612.811,0.901331843,797.4510251,341.8659318,30.263109,0.903447692,0.281619633,0.037703893,0.000242282,0.000508402,1.17E-07,9.43E-05,-9.09E-08,3
564,789,355.8979455,335.7445705,170458,4500.24,0.894231608,801.8936692,350.7605262,30.54259554,0.899259636,0.280892327,0.03635003,0.000160339,0.000528733,7.91E-08,9.72E-05,-7.67E-08,3
572,748,352.0287103,337.8750708,173074,4828.665,0.906720214,806.2505237,348.3089931,31.79866021,0.901868397,0.278554498,0.036453477,0.000127828,0.000451187,6.45E-08,8.39E-05,-4.46E-08,3
575,740,345.9082528,339.7629491,169858,4565.532,0.897596904,799.1097552,345.9642835,32.85335246,0.901424119,0.279015241,0.036450148,0.000155352,0.000575289,1.19E-07,0.000106773,-5.50E-08,3
584,720,330.2493561,339.8916587,161905,4269.567,0.888390167,783.3916033,331.3413972,35.58746546,0.906149495,0.279292091,0.03783872,0.000247171,0.000562939,1.48E-07,0.00010364,-8.39E-08,3
569,747,348.1691963,335.9636492,153449,4948.393,0.921250907,773.0205008,336.7525846,33.12371286,0.900124785,0.289581411,0.038885516,0.000728231,0.000289823,-2.01E-08,4.66E-05,-1.32E-07,3
584,746,342.5291216,343.7628082,155486,5059.39,0.923668317,777.5252377,342.1325211,34.01540456,0.897984276,0.290062803,0.038395984,0.000809634,0.000406768,-5.81E-09,6.44E-05,-2.42E-07,3
601,746,330.4500993,352.9642759,156561,4096.623,0.882769274,774.7378955,339.3523273,36.69868284,0.898964199,0.285589267,0.037493144,0.000697191,0.000457365,-1.62E-08,7.36E-05,-2.75E-07,3
629,738,327.143427,373.5401914,153416,4035.484,0.881617022,764.8358492,352.7811367,38.6139965,0.887269808,0.289014321,0.0351972,0.001064432,0.0004238,-1.26E-07,7.16E-05,-3.49E-07,3
632,734,323.7696932,376.0798415,157199,4107.889,0.882936301,770.3249067,354.8226452,39.12966405,0.887600413,0.285985632,0.034548261,0.00093676,0.000516903,-1.98E-07,8.93E-05,-3.64E-07,3
615,733,333.0234785,357.885463,162489,4278.678,0.888464114,794.0457611,338.5604024,38.86963221,0.904547004,0.286612364,0.039374333,0.000284639,0.000385755,-5.04E-08,7.07E-05,-9.86E-08,3
621,723,328.7488341,358.8783503,159540,3938.251,0.870737465,786.5857365,331.9298359,40.13523847,0.906601361,0.285552677,0.039685713,0.000184319,0.00037247,-3.56E-08,6.87E-05,-6.62E-08,3
619,757,336.8304991,361.9758895,164949,5396.674,0.928828326,794.8545866,346.2739762,38.92904772,0.900118841,0.284831633,0.037615452,0.000269883,0.000433856,-3.66E-08,7.66E-05,-1.17E-07,3
596,708,324.2462711,342.5197556,153197,4227.34,0.892272702,773.4892679,319.1913525,38.30260005,0.910883216,0.285649928,0.041012775,0.0001312,0.000425233,1.50E-08,8.04E-05,-6.22E-08,3
602,724,330.90778,346.0930885,158881,3954.069,0.872299281,793.9390431,322.9890955,37.69947942,0.913509005,0.289002389,0.042817094,0.000188683,0.000533562,3.89E-08,0.00010156,-1.09E-07,3
639,727,309.3686054,397.5298652,186153,9208.199,0.972411346,655.0152365,605.9782454,26.37727077,0.379635595,0.267340102,0.000430927,0.002158769,0.000457318,-4.53E-07,6.69E-06,-1.13E-06,4
708,610,273.1761011,424.7025687,204269,8174.819,0.961588963,712.4467067,563.1042097,79.73408013,0.612615838,0.25232426,0.00339737,0.000909809,0.000350465,8.40E-08,1.66E-05,-1.32E-07,4
720,524,238.807257,392.0222406,184842,8105.018,0.96464079,773.158747,430.2106637,71.96384517,0.830892809,0.264706963,0.019471301,4.97E-05,0.000668989,-1.22E-07,9.06E-05,4.33E-09,4
720,628,271.9956275,431.7948731,176559,8946.548,0.972280287,781.6442039,437.0121002,56.32480112,0.829104693,0.283889005,0.022100461,6.02E-05,0.001272522,3.53E-08,0.000181786,3.67E-07,4
712,520,200.4390225,347.6313171,143717,6680.37,0.959531513,693.6664801,389.2844425,70.55064517,0.827681387,0.275159844,0.020549034,0.003244802,5.78E-05,-1.90E-08,7.65E-06,-7.94E-07,4
593,569,229.7552782,357.6140648,146877,5857.076,0.946197564,595.7945577,486.8112826,71.99684189,0.576525576,0.251898218,0.002520172,0.001794875,0.000479948,-2.68E-07,2.41E-05,-9.84E-07,4
630,545,213.8195604,371.5068403,146265,5803.779,0.945433192,631.229459,437.253464,70.62154455,0.721224594,0.251962795,0.007842487,0.001291929,0.000530881,-2.67E-07,4.59E-05,-6.08E-07,4
654,539,213.2314462,385.4082031,152260,5998.057,0.946816794,657.3927679,442.8364362,74.74036781,0.739072988,0.257893659,0.009389392,0.001287274,0.000552614,-1.37E-07,5.07E-05,-4.62E-07,4
656,540,214.2583642,387.529916,154917,5400.645,0.933255162,657.2568447,442.3976985,73.83596462,0.739554087,0.253242534,0.009086239,0.001172952,0.000494822,-1.25E-07,4.48E-05,-4.02E-07,4
647,545,217.3860657,381.5080343,154712,5634.918,0.938770789,654.5481667,447.7533539,73.14652684,0.729421253,0.254068938,0.008479776,0.001198454,0.000489537,-1.38E-07,4.29E-05,-4.35E-07,4
647,552,223.7877841,388.0971611,146252,6750.833,0.959672904,651.5447374,448.4919149,70.95214309,0.725377119,0.267373676,0.009110726,0.001376572,0.000745395,-2.74E-07,6.71E-05,-5.06E-07,4
636,583,248.4896387,380.0808047,148630,5963.861,0.947487667,666.2787094,435.6685961,59.42838109,0.756595323,0.266490496,0.011418669,0.001540148,0.000635031,-1.13E-07,6.30E-05,2.00E-07,4
622,579,246.8630634,377.3041478,146294,6927.041,0.961687467,656.6790744,444.3667511,61.77351831,0.736270028,0.268594383,0.009972884,0.002092579,0.000570289,7.72E-08,4.90E-05,-9.04E-08,4
635,567,240.0519541,379.3662065,149940,5889.851,0.945685129,667.2693914,427.7239844,62.93433785,0.767535491,0.261852979,0.011954355,0.001327528,0.000528291,7.70E-08,4.94E-05,6.25E-08,4
624,566,238.6312417,374.2579139,142470,5860.04,0.94786467,657.7056778,417.0951315,59.88834886,0.773196236,0.266086668,0.012869878,0.001258757,0.000631787,-1.21E-07,6.69E-05,1.99E-07,4
670,754,351.4746491,440.790734,202202,8403.908,0.964022355,760.5287276,472.3018794,32.14369986,0.783796459,0.24773616,0.01206234,0.000995034,0.000483462,-3.12E-07,5.15E-05,1.50E-07,4
683,944,452.20052,438.4375689,249611,9783.668,0.967230473,834.8453727,690.3357243,20.37384684,0.56234532,0.293840027,0.003045472,0.00596925,0.000258423,-2.87E-07,1.41E-05,-1.52E-07,4
720,761,258.1672614,511.0917868,129474,4021.088,0.899375143,715.3516532,344.4503082,20.83099482,0.876439573,0.302092159,0.021948839,0.000499271,0.002681248,-3.40E-07,0.000397035,-1.81E-06,4
720,857,366.565904,448.8842166,236761,9294.048,0.965556268,851.9163068,579.8786711,40.34387281,0.732584932,0.280355409,0.010571131,0.002552693,0.00052552,-5.21E-07,5.08E-05,8.01E-08,4
632,887,249.2180554,360.541485,146981,7081.083,0.963164066,635.3460359,528.0027844,84.76369973,0.556201333,0.306659135,0.00139411,0.005939477,0.000422211,-9.34E-08,-1.21E-05,-3.56E-06,4
661,893,241.1632381,378.9260591,152446,7225.904,0.963310523,662.0379176,510.7415407,77.53803097,0.636267258,0.303596763,0.002736173,0.00614802,0.000436539,-3.32E-08,-1.19E-05,-3.19E-06,4
659,568,245.6626973,377.3359366,155187,7586.927,0.966120781,667.58511,513.6191834,81.02766681,0.638804809,0.285736205,0.005364317,0.003324798,0.000511124,5.95E-07,1.81E-05,-1.66E-06,4
663,924,243.2736975,377.3115287,155533,6796.546,0.957688747,664.5564419,510.9272386,79.06791674,0.639459905,0.302564803,0.002429738,0.007162125,0.000627644,7.57E-07,-2.77E-05,-2.54E-06,4
720,661,267.173407,387.5864564,139608,6067.742,0.952349665,717.2473548,357.9664951,50.54775644,0.866553759,0.294971913,0.031159253,0.004423854,0.000192009,-2.27E-08,3.36E-06,2.08E-06,4
520,699,174.3484775,221.3316185,28768,2477.73,0.941114065,661.0758592,91.72152861,63.98658396,0.990328022,0.519987001,0.013381144,0.044732551,0.007502868,-0.000121275,-0.000694906,6.61E-05,4
720,619,281.2631589,371.2356241,160234,9902.781,0.979467105,712.1820832,470.0329353,64.33699165,0.751274529,0.284011824,0.012468218,0.002790304,2.36E-05,-5.51E-09,-2.50E-06,-9.02E-08,4
647,678,331.5983095,352.6966531,132271,7021.127,0.966282075,666.2380462,563.5611313,65.2277583,0.533364461,0.359744149,0.005510548,0.004657783,0.000145968,-1.77E-08,1.06E-05,-7.33E-07,4
654,683,327.946394,372.4697458,156904,6996.138,0.959716505,680.0184271,551.0946444,60.13359418,0.585861298,0.30518086,0.003996289,0.00354637,0.000101933,2.39E-09,5.72E-06,-3.81E-07,4
720,644,38.86730627,627.3445018,6775,1653.057,0.96884387,250.2331656,67.03043984,86.64185198,0.96345453,0.298766743,0.010477882,0.004121985,6.72E-05,-3.22E-08,-4.25E-06,0.000000002,4
720,653,33.43356643,635.037422,5291,1035.052,0.937938354,203.9919098,47.95677324,79.28238397,0.971973233,0.298115585,0.007859189,0.004248983,4.65E-05,-1.95E-08,-2.83E-06,-3.20E-08,4
720,641,26.82582401,666.3719383,3307,678.196,0.909648865,129.6074603,49.47826258,83.84955582,0.924263662,0.297041291,0.008438979,0.004072285,5.84E-05,-2.83E-08,-4.62E-06,-1.38E-07,4
720,640,32.80602671,622.1407434,5542,1223.188,0.953453186,237.1790837,47.4716989,79.63109646,0.979765004,0.296047156,0.008399573,0.004024225,5.16E-05,-1.35E-08,-1.41E-06,1.19E-07,4
720,646,309.4420508,372.3246955,154437,8579.57,0.973634854,692.9509356,500.1709781,62.69005267,0.692103214,0.295571233,0.008664299,0.004651502,9.18E-05,8.88E-09,1.47E-06,4.13E-07,4
720,650,311.0326519,373.7053981,156591,9116.296,0.976322283,692.0387504,506.7352667,63.42290291,0.681051634,0.293640588,0.007861123,0.004197472,7.56E-05,-7.43E-09,-4.25E-07,2.51E-07,4
720,660,29.5239502,634.1325174,4739,1031.355,0.9440139,203.6413693,42.12487001,80.6669808,0.978370952,0.303219567,0.008290516,0.004713102,7.93E-05,-8.54E-09,-3.46E-07,3.01E-07,4
720,666,320.1065982,374.5011104,155800,9480.458,0.97821695,700.2336236,520.4279027,61.5068509,0.66904668,0.30534895,0.007752205,0.005295022,9.30E-05,-4.08E-09,2.73E-07,3.63E-07,4
720,662,316.4281064,373.4497316,159444,8532.084,0.972476238,696.2519847,515.9137791,61.4279213,0.671519197,0.294357798,0.00734215,0.004597814,7.84E-05,5.83E-09,1.21E-06,3.47E-07,4
720,661,317.013385,370.3293157,159133,9366.751,0.97720749,692.4568502,511.8919158,61.76474629,0.67344189,0.29123787,0.007294815,0.004206359,6.37E-05,-7.66E-09,-3.87E-07,1.97E-07,4
720,662,317.8446157,368.9492377,152377,9875.416,0.980365562,693.5053125,513.1094038,62.05587567,0.672740941,0.305268365,0.007969549,0.005149259,0.000108226,4.81E-08,4.84E-06,7.12E-07,4
720,666,318.0142591,371.7336036,158846,8791.854,0.974175899,708.5127875,512.1370297,59.5437712,0.691021865,0.300716045,0.008895687,0.005175142,0.000115303,4.24E-08,5.05E-06,5.89E-07,4
720,669,321.320737,371.8680963,160549,8429.268,0.97160527,702.459741,518.9757526,61.27780639,0.673927091,0.2969485,0.007611581,0.004698625,7.13E-05,6.10E-09,1.17E-06,3.35E-07,4
720,664,20.3593947,671.5350988,2379,591.97,0.914689024,118.8437599,36.17190169,87.58893579,0.952555427,0.307935587,0.008220952,0.005042383,8.14E-05,4.84E-09,1.59E-06,3.95E-07,4
720,659,314.384945,368.2640504,154035,9152.595,0.976893148,708.8722134,510.1303416,60.01007404,0.694350964,0.309480638,0.009662663,0.005635654,0.000166256,7.98E-08,7.67E-06,7.87E-07,4
720,544,192.2069711,496.5531495,106812,3609.095,0.896953491,575.4433361,312.0799778,44.9205909,0.840165794,0.296963321,0.027242101,0.000128647,0.002458924,-1.37E-06,0.000403011,4.57E-07,4
665,643,270.3361158,411.1687586,164122,8648.763,0.972427974,711.7990623,467.0897419,60.44125267,0.75457822,0.276025734,0.012068863,0.001478626,0.00083852,-3.64E-08,8.20E-05,3.98E-07,4
698,686,303.9899299,423.2203362,185698,8375.203,0.966732022,744.9674094,498.9120304,55.70577094,0.742622841,0.270568155,0.010610455,0.00185736,0.00030519,5.87E-08,2.13E-05,-1.70E-07,4
699,703,317.0492497,419.4109465,187859,8613.958,0.968184675,745.1569464,518.6977483,56.31212478,0.717952647,0.274243682,0.009067165,0.002488411,0.000257958,1.17E-07,1.28E-05,-3.24E-07,4
705,705,316.2712868,421.3114828,186113,9227.169,0.972530572,759.8203656,509.8632844,54.0303612,0.741428978,0.281175825,0.011358522,0.002605304,0.00024503,1.24E-07,1.11E-05,-2.94E-07,4
699,675,245.0185005,518.3930647,117024,3888.603,0.902748213,657.6468334,317.2365557,25.43364704,0.875961329,0.315722535,0.027204548,0.000178762,0.002448523,4.89E-08,0.000373242,1.67E-06,4
720,696,308.4348889,430.5927834,195466,8787.893,0.968193816,790.9669569,465.5624034,52.77478504,0.808425106,0.269350891,0.017092072,0.000914276,0.000488824,2.07E-08,5.23E-05,2.76E-07,4
717,747,345.0991412,433.0916469,214028,8397.407,0.961859178,783.0747626,539.7686463,52.20312077,0.724481841,0.2641459,0.008833667,0.002502265,0.000229675,1.28E-07,7.64E-06,-1.26E-07,4
712,744,344.0741185,424.0716012,207762,9471.418,0.97089645,784.0654838,536.1723833,52.44764293,0.729635534,0.271415433,0.009693053,0.002598619,0.000223516,1.34E-07,6.89E-06,-1.44E-07,4
720,559,237.3392276,418.0219218,155462,9810.95,0.979703928,724.9181477,470.7888433,69.74512367,0.760415194,0.296157223,0.018114277,0.000160696,0.00148131,-7.08E-07,0.00019466,1.34E-07,4
720,542,193.0164087,461.3758482,115975,2875.665,0.823762768,610.2363116,307.9911085,50.76204427,0.86329016,0.299732173,0.041307601,0.000265993,0.00058944,-2.19E-07,0.000119059,-1.20E-07,4
701,658,272.7529603,396.2370591,159610,6719.58,0.955579269,733.9728976,372.7520548,50.18630208,0.861442369,0.265360728,0.024504703,0.001761572,7.93E-05,-8.16E-09,8.49E-06,-2.38E-07,4
720,679,287.1522081,413.5830983,173000,6127.438,0.942097393,758.7515626,407.6210305,46.67884051,0.843438366,0.268013722,0.021891436,0.002763438,6.16E-05,-1.70E-08,7.53E-06,-2.22E-07,4
720,668,305.3652264,412.4514068,179809,6414.343,0.94508172,787.7130731,392.6078839,53.7761598,0.866938665,0.269256393,0.026275691,0.001936734,6.96E-05,1.77E-08,5.39E-06,-5.02E-08,4
720,685,311.9571992,384.535914,185791,7565.723,0.959211882,834.3764831,393.5921576,48.15193736,0.881748347,0.286314828,0.033151988,0.001463195,3.18E-05,-4.30E-10,2.62E-06,-3.94E-08,4
720,700,315.8707438,386.7579182,185933,7617.155,0.959730081,835.3266022,397.5638593,47.09357844,0.879478713,0.287686361,0.032910874,0.001734633,2.94E-05,3.87E-09,9.39E-08,-1.09E-08,4
616,605,271.6787617,364.4289118,159900,7138.265,0.960565804,661.6441116,452.2237731,64.00022893,0.729964632,0.251050234,0.008312482,0.001095219,0.000275983,-1.09E-09,2.42E-05,3.41E-08,4
686,541,231.7746163,403.4518554,163601,8651.914,0.972535517,714.9301156,441.4079251,74.51854331,0.786638319,0.269701983,0.014598631,0.000670878,0.000592908,8.92E-08,6.67E-05,1.13E-07,4
706,558,255.8363745,481.4114594,130652,4735.711,0.926792506,698.5361475,335.470582,49.64246653,0.877132753,0.264817131,0.013717398,0.00082932,0.000485904,6.57E-08,5.00E-05,-5.15E-08,4
705,561,238.9105378,407.2611856,178444,8360.6,0.967919811,729.0590843,464.5830987,73.45614121,0.770668265,0.261768501,0.012224678,0.000939474,0.000483034,7.67E-08,4.61E-05,-1.08E-07,4
714,572,242.7829065,415.1501417,187030,7053.422,0.952758748,733.6437772,474.0194848,72.4401809,0.763238646,0.254950798,0.010977222,0.000947169,0.000423602,6.64E-08,3.71E-05,-1.42E-07,4
710,571,241.8221304,410.5071684,186305,7036.802,0.95271932,735.7852979,471.5932951,72.07271002,0.767592042,0.256230544,0.011449888,0.000837755,0.000420743,3.95E-08,3.84E-05,-1.04E-07,4
717,575,245.7686875,412.8186598,184482,8048.53,0.964212552,741.3295893,471.9348194,71.14787936,0.771189262,0.261648001,0.012260586,0.000950985,0.000390444,3.87E-08,3.59E-05,-1.72E-07,4
